Movie_N,cleaned_review,Stars
Fight Club,being important dont worry you will hearing about movie when clockwork orange came out met mixed reviews deemed too dark violent now considered classic these two movies share quite bit common both were based great books if you havent read either get politicians will use movie demonstration careless consequenceless violence movies perfect example what todays youth being influenced,10
Fight Club,watch movie watch again some your more intelligent friends 10 out 10,10
Fight Club,superb truly one greatest movies all time,10
Fight Club,starts screenplay adapted very faithful excellent book book chuck palahniuk perfect movie vivid powerful challenging original unpredictable considering how perfectly formed book already screenplay would have been doddle,10
Fight Club,some very interesting themes explored consumerism class warfare multiplepersonality disorder male bonding terrorism anarchy without being judgemental,10
The Last Airbender,i would like share my sons review he just turned 8 dictated his dad typed,1
The Last Airbender,i just hate so bad,1
The Last Airbender,im huge fan cartoons i have whole series including water earth fire,1
The Last Airbender,huge disappointment because even time i saw commercial i knew would completely crushing,2
The Last Airbender,i mean characters iroh greatest disappointment he not kind wise enough also he not old enough,1
The Last Airbender,why cant they say anyones name right,1
The Last Airbender,i thought completely disrespectful put characters skin colors opposite,1
The Last Airbender,after first twenty minutes i bored already but i have say effects were decent,1
The Last Airbender,avatar did not have enough happiness him i think its important movie aang main character movie he should least get little more happiness inside him,1
The Last Airbender,when i got home night i had watch cartoon series some time completely forget about movie,1
The Last Airbender,actually im watching right now,4
The Last Airbender,if anybody wanted see movie i would suggest they close their eyes ears,1
The Last Airbender,,1
The Last Airbender,dads two cents,1
The Last Airbender,my son became interested avatar last air bender animated series age 4,1
The Last Airbender,i bought him entire series dvd soon episodes were available he i devoured every episode again again,1
The Last Airbender,compared magnificently crafted animated series id have say live action movie abysmal embarrassment sophomoric vapid display ignorance,1
The Last Airbender,go rent buy animated series instead i think its some best fiction ever written children its incredible its epic parable dealing sophisticated philosophical cultural emotional spiritual issues which have plagued human civilization since emergence reason does lightheartedness joy theme deals no less than issues greed power spirituality formation identity moral values grapples ideals pacifism teaches teamwork compassion empathy humility exemplifies wisdom appreciation art nature connectedness connectedness each other nature animals universe emphasizes detachment possession story line traverses goofy playfulness tween young teen crushes love family power dynamics friendship mental illness gut wrenching loss its incredible primer eastern spiritual ideals mythology,1
The Last Airbender,but these things cant achieved effectively without superb craftsmanship so beautifully wrought story fun action struggles adeptly punctuated moving poignancy,1
The Last Airbender,live action version none these things no insight no depth character only most cursory references some core thematic values animated series those done so poorly come off just pathetically trite,1
The Last Airbender,thing i find most upsetting regarding failure movie deliver original animated series covers all what i find best eastern culture we westerners need understand these things global community buddhist confucian ideals philosophies front center my mind greatest gifts east has offer world very things most clearly danger vanishing face wests insignificant obsession material gain conspicuous consumption,1
The Last Airbender,another thing too its typical story handled level dismissively adults appear largely disinterested profound turmoil which children engaged they enter their teens they forming their value systems they trying reconcile reality fantasy desire they trying find balance between selfishness empathy they finding what means themselves members community species planet they agony grappling issues we were happy leave behind but these struggles never truly resolved our ideas who we how we fit world cannot remain fixed yet when they challenged we adults consider ourselves state crisis when perpetual state being young teen i would argue its state flux we should never leave we should always questioning ourselves our figures authority our place world relation those around us i do not see these struggles juvenile but human animated series brings all these struggles mind sadly movie did little bring richness these struggles life,1
The Last Airbender,my most critical mood i would say failure deeply offensive my sensibilities human being,1
Black Panther,i am between 5 6 vastly overrated professional reviewers i am sure their reviews were politically motivated i loved cast but i agree characters were superficial not defined they should have been i also feel more humor needed movie cant compare other marvel movies its one shot deal us we dont need hear any more preaching,5
Black Panther,black panther popcorn movie nothing more nothing less although trys grasp idea western colonialism racism only scratches surface never really deciding were stands although has been championed one they greatest diverse films not i would recommend you check out 12 years slave get out moonlight who do much better job than meager attempt plot numbers direction nothing special chadwick bosemans acting rather stilted you can never attach his character michael b jordan one note villian who also struggles phoning performance spouting monologues about messages never really click but where movie really falls its face third act which cgi heavy looks like its out video game black panther no means terrible its below average concept wakanda excellent well excuted idea but movie just needs go little bit deeper seprate itself tired superhero formula,7
Black Panther,i went see black panther along my friends following hype train we were excited see however following showing we were all dissapointed mess movie little plot little thought which only served pit stop infinity war,3
Black Panther,critics have vastly overrated movie due its groundbreaking cast but movie itself not all groundbreaking littered all boring marvel clichés i have come know hate such their inability kill off any heros add gravitas their story one dimensional villain who only exists one movie so you know they will kill him off before next black panther also plagued new problems no one but me seemed notice example cgi awful action scenes whenever someone even prodded they would go flying across screen most outlandish fashion plot torn straight out lion king well having biggest waste martin freeman since those vodafone adverts,1
Black Panther,overall i believe my dissapointment movie fuelled marvel cinematic universe i feel sick movies they pumping out like industrial machine they all feel same little originality i can only hope bubble will burst sometime soon bring back true standalone movies which dont need cinematic universe,2
Black Panther,having attempted watch once before failed i tried again due its nod oscars thinking maybe i hadnt given fair chance,1
Black Panther,really disappointment end end bar some visuals certainly one worst marvel films ive seen i think its fair say none which were oscar worthy best picture category other categories maybe its big shame other genuine brilliant movies would have missed out their chance award due,1
Black Panther,if its taught me anything its oscars no longer relevant should ignored perhaps also many major film review sites ratings must artificial hopefully gets exposed some point would questionable ethically if not also false advertising,1
Black Panther,supposed newest best marvel movie also supposed deeper than super hero movie well basically all they did put africanamericans role main characters followed same exact formula every other marvel movie ever created action mediocre best villain good but point when he truly started flesh out his character i bored realized i watching movie i literally said what going happen about 30 minutes before happened now if you like super hero films which i happen not but if you do i am sure you will have fun enjoy film but my opinion movie had th intensity haircut boring commercial sell toys,4
Black Panther,all hype surrounding movie excellent trailers kendrickcurated soundtrack allafrican cast i thought i something special black panther while they arent remotely highest quality movies marvel cinematic universe movies generally pretty entertaining turns out i wrong black panther extremely average i have no idea what these criticsreview bots talking about when they say best marvel movie worthy critical praise not just super hero movie but movie general,2
Black Panther,things i liked,1
Black Panther,things i didnt like,1
Black Panther,overall i think probably one weaker marvel movies avoiding honest criticism because hype surrounding basic components film all pooraverage only real 510 aspect being aesthetics wakanda its people like i said above i wanted leave well before over because i knew action probably not going improve nauseating shakycam i knew how all going play out,1
Black Panther,i enjoy all other marvel movies ive seen so i expected same quite opposite i feel bored death first 25 mins probably can done less than half time i spaced out constantly when going back i realized i almost didnt miss anything so many redundant trash talk taunting declaration half way its already drained all my patience such bad one,1
Black Panther,story underwhelming best felt really boring not very creative dialects were extremely hard understandfilm actually needed english subtitles which would have been ridiculous just goes show what joke members voting films oscars i would like my 2 hours wasted back watching theater i couldnt wait movie over withits rental best should never best picture nominee,1
Black Panther,movie clearly trying present alternative classic white male superhero moviescharacters very laudable idea but implementation so bad has opposite effect furthermore focus so much racial topic some points almost racist continuous stereotypes about black people being given way if director would white person i would sue him some things movie black people acting like monkeys jokes them eating people etc sense if someone interested good movies present strong characters african background i rather recommend hidden figures pursuit happyness sic,1
Black Panther,regarding social topics movie supposed cover but thats not all,4
Black Panther,scrip rubbish after 5 minutes one can imagine exactly what going happen most dialogues such one knows next sentence before actoractress has opened hisher mouth script filled cheap emotional sentences seem taken some fortune cookie,1
Black Panther,most actors actresses movie try speak some short nigeriankenyan accent outcome ridiculous movie even managed produce ridiculous character played martin freeman,5
Black Panther,special effects movie rather disappointing specially after movies like avengers age ultron similar ones i expected least minimum marvel quality standards regarding special effects,5
Black Panther,soundtrack also rather disappointing,1
Black Panther,one good thing movie were some action scenes fighting choreographies quite good also car chases surprise pretty decent,2
Black Panther,another good point about movie if you happen watch funny group friends then you might have cheap jokes month sense too movie falls into category sharknado,1
Black Panther,watch your own risk,1
Black Panther,people made film up best marvel film all time some cgi film atrocious sound track mixed horrible concept film over all stupid,2
Zodiac,zodiac may frustrate viewers who come david finchers latest film expecting traditional serial killer thriller film begins couple hairraising rather brutal recreations murders carried out mysterious killer who terrorized san francisco bay area late 1960s early 1970s these early scenes shocking compared rest film disorienting because they offer only time we come close seeing events killers perspective film progresses zodiac killer himself fades into background movie turns into meticulous engrossing document investigation track him down investigation includes countless blind alleys false clues which day has not reached conclusion i would more prone label somewhat rambling screenplay sloppy storytelling if i did not feel fincher tells story exactly he wants elusive narrative works because film about elusive villain,9
Zodiac,jake gyllenhaal plays robert graysmith cartoonist working san francisco chronicle time zodiac killer began his gruesome work he becomes fascinated case takes sort morbid personal hobby long after police department has given up lost cause graysmith eventually wrote book which film based according his accounts he discovered enough evidence about one suspects case put police back his trail years after hed been cleared lack evidence other characters come go robert downey jr does characteristically terrific work reporter chronicle who grabs his own portion notoriety through his involvement case mark ruffalo anthony edwards play two detectives charge investigation chloe sevigny plays gyllenhaals putupon wife who gradually loses her husband his obsession all actors deliver thrilling performances many them against odds since isnt character driven movie many characters remain undeveloped but not once detriment film story isnt about people involved but rather about their role zodiac saga once theyve served their purpose fincher dispenses them ironically film clocks nearly 3 hours exhibits great deal narrative economy,8
Zodiac,parts zodiac intensely creepy fincher effectively uses rainy san francisco atmosphere its maximum potential grimy browns grays production design call mind finchers other wellknown films like seven fight club but zodiac much more grown up than those films audience enjoy has have attention span long scenes given analyzing handwriting samples recreating scenes murders digging through newspaper clippings files you can tell fincher fascinated police work precsi era when fax machines were still novel invention he delves into investigative process nearly fetishistic attention detail but he makes all endlessly mesmerizing he does his best bring everything some sort conclusion but reallife end story makes complete conclusion impossible film more about journey than destination what journey,10
Zodiac,grade,10
Zodiac,usually when film gets made about media grabbing unsolved crime resulting movie tends overtly sensational best remotely connected what really happened considering director david finchers last film about serial killer gripping but deeply disturbing se7en his take zodiac killer almost seemed primed extreme nailbiting thriller,9
Zodiac,instead what hes given us well argued thesis possible identity zodiac while there some very intense scenes fincher takes somewhat unexpected approach subject all killings take place pretty early movie bulk story centering actual investigation into killer both cops cartoonist who becomes obsessed case fact depictions murders done manner fairly reverent towards victims while still conveying cruelty them,7
Zodiac,some people may find themselves disappointed two half hour epic if they go expecting usual serial killer fare but its must see any fan finchers work anybody who likes good detective story,10
Zodiac,i have been highly interested engrossed zodiac killer story last 5 years now i can say without doubt best most accurate telling story film presents numerous details were unknown me before seeing all these facts theories thrown together way strings viewer along you think its someone then you get new information person no longer suspect fincher really puts you into life detective working case you feel just excited when new information comes about equally disappointed when leads another dead end,8
Zodiac,film beautifully shot viper digital cameras once again fincher shows us his wonderfully adept skills cgi shots all actors shine truly become their characters jake gyllenhall robert downey jr put excellent performances does mark ruffalo i also pleasantly surprised see phillip baker hall join ensemble,6
Zodiac,only complaint i have heard holds any water film too long roughly 2 12 hours i can see how many would think long but you have realize intricate story deep characters who need examined understood standard 90 minute film even two hour cut would not have been able tell story well character motivation important details would have been left cutting room floor,10
Zodiac,if you have followed zodiac case you will happy see how well done movie if you dont know anything about case you will given excellent story will make you want learn more about regardless you should do yourself favor see movie if nothing else its better than wild hogs,8
Zodiac,first up its already been saidthis film not going appeal crashbang wallopattentionspanofaboredgnat brigade out there having read lot reviews here everyone seems divided two love ithate which way will you go,8
Zodiac,yes its long but lets face not film can wrapped up hour half theres awful lot detail involved case david fincher very thorough his research full marks him excellent compelling film anyone interested true crime general detective work,10
Zodiac,i saw film few hours ago completely absorbed opening 4th july sequence worthy ticket price alone i challenge anyone listen hurdy gurdy man donovan without cold chill running down their spine after watching,8
Zodiac,main performances excellent robert downey jr jake gyllenhaal particular standout any feminists out there wont happy rather onedimensional womens roles i happen female but not what film about its about handful mens obsessive involvement one case these men utterly obsessed after so much taunting zodiac his letters cyphers who can blame them their obsession,9
Zodiac,depiction murders they quite shocking their brief brutality absolutely no glamorous excessive lingering shots aftermath makes them infinitely more real much more disturbing,4
Zodiac,combine utterly believable dialogue superb soundtrack marvellous production design you have one classy movie all those tired your average eye braincandy foddergo see those who cant appreciate class act when you see youve missed out,3
Zodiac,dark moody atmospheric all words describe candlelight dinner johnny betts but these words can also used accurately describe david finchers latest foray into serial killer genre,2
Zodiac,zodiac has been my most anticipated list quite some time but having watched many documentaries read several articles subject i couldnt help but wonder how film could completely keep my interest when i already knew so much about material plus were all aware case officially remains unresolved so we resign ourselves accept unsatisfactory conclusion,1
Zodiac,took no more than films chilling opening scene cast my fears aside glue me seat 158 minutes my familiarity source material actually heightened my enjoyment because i surprised how accurately film depicted events i recognized names details i wouldnt have otherwise,1
Zodiac,i also feel not definitively knowing zodiacs identity adds more suspense story were introduced number suspects since part one mans interpretation circumstantial evidence were allowed assume any suspects could mysterious killer its plot device effectively keeps viewer constant state unease,10
Zodiac,i know there multiple theories zodiacs identity so you can argue film ends anticlimactic note but movie does have focus presents compelling case against one suspects such way delivers much closure you can expect,1
Zodiac,actors great especially downey his welcome comic relief atmosphere foreboding investigative process engaging may run little long some but i didnt mind runtime all its fascinating case i wanted all information movie willing give me,1
Zodiac,zodiac kind film sticks you i friends house late after screening when i arrived home i saw lone cars headlights appear up street my heart began race little i hastened my door i knew then there new zodiac killer vicinity i had no time tarry,8
Zodiac,its been while since movie instilled sort realistic dread i dont know if thats good thing but its certainly sign no pun intended films success heightening our awareness what kind reallife monsters might lurking shadows,7
Hereditary,when i saw movie first time my reaction end same whole audiences wtf i mainly disappointed felt like i wasting time money movie left scars behind i couldnt stay alone home being scarred many days which kind good sign i hardly get scarred watching horror movies nowadays i am nearly 47 grew up all horror classics ive seen them all said i super angry having watched movie yesterday i went cinema my 20 year old son he wanted see movie me loving father i agreed time i figured out what truly going movie,10
Hereditary,caution spoiler dear grandmom satanist i knew first time joanne her girlfriend well i also got one but what electric impulse which you could see i figured out second time paimon demon haunting son annie but paimon needed son dead first able enter his body good which happenes just end movie when peter jumpes out window you can see peter lying ground front house when electric impulse comes enters peters body paimon now paimon has entered peters body finally summoning successful finally peter now paimon makes strange sound his tongue just like charlie did before why charlie host paimon before but her body not healthy girls body not body man which paimon needed thats why charlies grandmother wanted her boy instead being girl makes sense now btw paimon real figure well sign used film one 72 demons grimoire some magic book also used people like aleister crowley knowing film has now become real masterpiece tension increases constantly till showdown end when movie suddenly becomes one most fearing horror movies i have ever seen well done a24 ari aster great acting cast well,10
Hereditary,i mean best way possible spectrum emotions you go through range sheer terror complete hopelessness sorrow movie picks human psyche all right ways its both hard watch impossible look away hands down best horror films ive ever seen perhaps one best films general,9
Hereditary,many ways hereditary horror movie ive been restlessly waiting see so many years despite my avid fandom genre i really feel modern horror has lost its grasp how make film thats truly unsettling way great classic horror films modern widerelease horror film often nothing more than conveyor belt jump scares strung together derivative story which exists purely vehicle deliver those jump scares theyre more carnival rides than they films audiences have been conditioned view judge them through lens modern horror fan goes their local theater parts their money expectation their selected horror film will deliver goods so speak startle them sufficient number times scaling appropriately films runtime course give them money shots blood gore graphic murders welllit upclose views applicable cgi monster etc if horror movie fails deliver those goods its scoffed falls into worst film ive ever seen category i put quotes because disgruntled filmgoer behind me broadcasted those exact words across theater credits film rolled he really wanted us know his thoughts,6
Hereditary,like similarly fantastic crowddispleasing horror films past few years witch comes night hereditary film largely deals atmosphere emotional horror shining which happens my favorite horror film clear touchstone i would go far saying first modern horror film ive seen genuinely captures similar tone ethos much like film delivers its horror through intensifying sense unease dread becomes nearly suffocating its conclusion rather than startling you cheap scares offers haunting upsetting images which often delivered without any those overused sonic jolts perhaps most importantly anchors everything emotional core nuanced characters who experience relatable family struggles grief absolutely critical what makes movie effective resonant works metaphorical level using supernatural story vehicle explore very real way which family can absolutely ravaged tragedy furthermore how trauma mental illness passed through generations id remiss not mention toni collette gives mesmerizing performance film absolutely unhinged truly difficult stomach times,8
Hereditary,all praise excellent i think hereditary isnt quite masterpiece despite fact i very much invested riveted throughout length film there were some detectable pacing issues i feel conflicted saying because im very much fan slowburn horror style which benefits deliberate pace but i did get occasional nagging sense things couldve been tightened up just tad without losing effect some scares film often more traditional horror moments also struck slightly wrong note me first viewing were just hair too campy onthenose given how visionary restrained majority film its ending few minutes film really shows its full hand when bit more ambiguity may have served better,7
Hereditary,positives far far outweigh negatives here though hereditary ultimately remarkable debut horror film which showcases what genre capable when its taken seriously talented director heres hoping well continue see more like,8
Hereditary,light 455,9
Hereditary,acting movie far its redeeming trait there so much creepiness go around toni collette owned her role i felt extremely uncomfortable couple points almost regretted going theater alone,9
Hereditary,all changed last 10 minutes movie little over two hours so thats long emotional investment but then you get twist starts get hokey lame spookiness up until point had now turned into what felt like last ditch effort end movie one point movie my mouth hanging open shock horror when end credits started rolling my mouth hanging open disappointment if you want love movie leave 15 minutes before its over just make up ending your mind youll feel much more satisfied,7
Hereditary,bit old fashioned horror movie something plays dramatic movie first then slowly becomes something else like rosemary exorcist but without high profile clout those directors two hours exploration family tragedy grief through characters struggling cope,5
Hereditary,say much film ruin so lashing praise onto certain aspects best one can do not say film big twist isnt toni collette fantastic no surprise point her career all performances carry their own including one i unsure first but grew me throughout alex wolff cinematography rhythms pacing sense place space sound design all superb work conjunction create atmosphere dread like pit your stomach continues grow grow throughout,8
Hereditary,turns into genuine nightmare absolutely worked me see blind see movie first foremost not horror show jump scares but just see,9
Hereditary,i loved first 100 minutes hereditary psychological anguish brilliantly acted superb cast visuals feel like wes anderson gone wrong atmosphere dread despair recalls great psychological horror classics like rosemarys baby,10
Hereditary,then we get twist what lame twist moment collette starts climbing walls like spiderman gliding about like scoobydoo ghost atmosphere broken,10
Hereditary,hereditary most compelling when horror comes awful tragedy young girls death emotional hell family goes through aftermath blaming one another i spent much movie terrified mother would break down completely kill her own son,10
Hereditary,twist such conventional letdown felt so so boilerplate something youd get conjuring,8
Hereditary,only reason isnt lower than 710 me because first half just so great too bad couldnt make landing,10
Hereditary,loved movie wasnt hard figure out once peaked but getting there great i see people dont like film i can understand but reminded me rosemarys baby thats saying lot story unfolds you see how truly horrifying persons toni collette life has been performances spot movie really ramps up last twenty minutes its not fir everyone but creeped me out i watch lot horror give shot its well worth,4
Hereditary,great acting all round great story deeply scary moments will leave you feeling haunted,5
Hereditary,i rarely write reviews films here exception two cases when movie really bad when movie needs defending vocal minority trash first ill review film like i would any other then im going try reason why audiences reacting negatively film im not sure if hereditary greatest horror film ever but i certainly felt like i watching my generations exorcist rosemarys baby movie borrows heavily those two films right down final scene despite feels new dangerous i had no idea how movie going play out which criticism i have lot modern horrorthriller movies large part has do marketing campaign but more later i feel term slow burn has negative connotation associated prefer call movie tense doesnt really jump scares plague lot modern horror chooses tension imagery scare audience slow camera panning fantastic cinematography nervous score great performances toni collette gives incredible performance manic mother who mourning loss parent supporting cast fantastic well they all have time shine some point movie movie also challenging its themes relationships between parents their children always forefront human drama movie far exceeded my expectations worthy viewing its own right,2
Hereditary,try explain why audiences trashing film through some mediums not much imdb see cinemascore rotten tomatoes example i think important understand we live impatient culture many horror classics past like two i mention earlier werent fast paced instead lingered images favored slow paced horror i think modern horror audience can get restless when presented movie like i dont think rosemarys baby exorcist would review very well broad audiences if they were released today secondly i think film has succeeded making people uncomfortable questioning parents feelings their children how they displayed movie complex has lot say comparing film another fantastic horror movie year quiet place offers great juxtaposition idea one very simple its premise quickly gets scares while other takes its time build climax may may not worth wait depending viewer overall hereditary offers plenty horrific imagery supernatural scares work deeper examination familial relationships rather than being string horror movie cliches,1
Hereditary,910 excellent,10
Hereditary,hereditary sort like two films one half time being what i expected which horror movie other half though plays out much like drama i would even suggest its better film when its drama mode than when its horror mode film over 2 hours length which extremely long modern horror movie standards reason i believe its trying fit so much achieve so much such little time its very ambitious film would have said,1
Unhinged,theres nothing wrong decent thriller where two people face off road using their wits their heavy machinery so movie could have been duel 1971 2020s very least joy ride 2001 but unfortunately lacks director like steven spielberg john dahl make work,5
Unhinged,after shocking opening scene director derrick borte starts off nicely disturbing montage shows us horrible consequences explosive aggression road rage long time his movie seems passionate plea have more patience compassion others harsh society where everyone under constant pressure because you never know what other person going through too bad he gradually undermines message cheap shocks sadistic violence,10
Unhinged,its good see russell crowe again after such long absence because watching his heavily disturbed maniac snap terrorize lady just happened piss him off definitely one scarce highlights film no oscar material but man still acting heavyweight no pun intended well maybe little so much so leading lady caren pistorius cannot hope carry movie his presence fact her character so passive uninteresting i felt very little sympathy her plight i dont know if intention here but i always love movies where you cheer bad guy very long time like faceoff law abiding citizen everyone loves tragic villains you always hope makers can delay moment where you lose sympathy them until very last,5
"Yes, God, Yes",karen maines yes god yes won me over its slice 2000s nostalgia way portrayed some very relatable things lives teenagers those times story little too simplistic doesnt try bite off more than can chew sense films climax probably wont seem too revolutionary when viewed 2020 where sinning more innuendo than something religious,6
"Yes, God, Yes",there some predictable turns there some funny moments theres little sexual exploration something film could have dwelled more given its theme theres neat central performance natalia dyer 25yearold playing highschool teenager i really enjoyed her adorable facial expressions most part films only 77 minutes long so doesnt take up much your time telling straightforward unsurprising story,10
"Yes, God, Yes",being raised super religious home i could relate movie all they way endexcellent actingand just all round awesome film best film i have seen year,9
"Yes, God, Yes",kudos karen maine her writing spot how she has managed tell share truth hypocrisy religion way i can personally relate natalia dyer phenomenal her expressions reactions screen presence absolutely spot everyone should watch movie i am glad i found,8
"Yes, God, Yes",its not great but its quite enjoyable movie its really short,7
"Yes, God, Yes",i had great fortune seeing yes god yes emerging director section st louis international film festival film pitch perfect lead actress natalia dyer stranger things carries film tension humor i will watch film again certainly recommend often possible director karen maines mastery keeps film moving forward precision never misses beat,9
"Yes, God, Yes",after writing winsome comedy obvious child karen maine puts her talent work behind cameras satisfying directorial debut irreverent satire religious principles hormonal behavior film follows sexual awakening high school catholic teen girl whose explicit online interaction stranger arises her curiosity towards prohibited her quest understanding herself pleasures sexuality acceptance increase gain shape during christian camp where she witnesses some unusual scandalously freaky encounters natalia dyer fantastic funny relevant heroine trying figure out herself while observing learning hypocrisy surrounding her winner special jury award sxsw its refreshing provocative smart little gem,1
"Yes, God, Yes",if you wanna watch something short good id recommend movie i enjoyed movie you should too,7
"Yes, God, Yes",idiocracy one greatest films ever made there scene where crowd movie theater laughs out loud vision someones nude behind,4
"Yes, God, Yes",well film most certainly directed crowd simpletons who find amusement pseudopornography packaged artsyfartsy film,10
"Yes, God, Yes",pretty soon they will make films about pesky disgusting humping dogs they will call comedy too,1
"Yes, God, Yes",brave new world,1
The Lion King,wellthe visual effects groundbreaking but lacks heart flare feels soulless compared original donald glover beyoncé felt like miscasts feels like theyre reading lines sheet see remake visual effects but go back watch original animated masterpiece all its glory,6
The Lion King,original lion king one my favorite movies all time if you feel same id recommend you never watch remake now let me explain how movie completely ruined,1
The Lion King,1 characters have no facial expressions so original if you just turned off sound youd still able understand whats going body language facial expressions were big part what brought these characters life new film simba looks like real lion similar real lion he has zero facial emotion true all characters,3
The Lion King,2 voice acting horrible everyone talks incredibly unemotional slow these actors have likely been told production do so otherwise would have looked weird these animals move their mouths so fast even mufasas voice far slower less emotional while its still same voice actor they really talk half speed have odd pauses their dialogue emotion gone entirely,1
The Lion King,3 clever jokes small exchanges not movie because characters talk so slowly they cant say much therefore all small jokes clever exchanges left out few kept but fall flat timing off now instance when original simba nala go elephant graveyard hyena have all these fun exchanges they left out movie instead we get 2 hyenas particularly unfunny,1
The Lion King,4 songs ruined original movie songs bend real physics reality give expressive montage visually stunning here they just walk jog bitthen few other animals might appear but thats about songs also played slower tempo which itself ruined all momentum out song,1
The Lion King,5 simba unlikable before simba flees away pride rock you feel his character bit reckless bit cocky but he also brave has characteristics leader he protects others elephant graveyard he stands up zazu while he does not even like zazu saying hyenas should pick somebody their own size when he nala then have run their lives nala falling behind simba then runs back saves her scratching shenzi these 2 things do not happen remake which make simba cocky guy only caring about power he will get king second half youll start wonder if he really should king,1
The Lion King,6 filler scenes there few additonal scenes things dragged out give zero character development do not bring new information all youll notice these scenes film but give 1 example ill tell one thats least spoilery remember mouse scar grabs under his hand beginning you see him run up camera wash his nose bamn scar has him under his paws remake we see mouse crawl whole minute why later movie there something took original 5 seconds too but here takes 2 minutes theyre really struggling make movie 1 hour 50 minutes whereas i do not think its necessary all they could have just made movie 1 hour 25 minutes original,1
The Lion King,movie has no soul leaves bad taste towards originaldisney has lost all its credibility respect still had left making atrocious movie,2
The Lion King,movie adequate thats not good enough live action though lion king masterpiece story has been celebrated years its emotional timeless value version falls really short voice acting flat tone wrong there little no emotion felt during very slow boring few hours,1
The Lion King,only highlight my opinion seth rohan billy eisner past very forgettable hollow version story,5
The Lion King,oh beyoncé over sings everything,1
The Lion King,just clear my all time favorite movie i cant stress enough i love lion king 1994 but what i saw today horror me cgi good but everything else wasnt i would recommend you watch movie only so you can appreciate original its true value they ruined again cant stress enough songs especially prepared actors were awful plain flat except james earl jones seth rogen john oliver beyonce really anyone else couldve done better job i mean anyone had no emotion what so ever none,3
The Lion King,missed important scenes first movie like 1 rafiki hitting simba stick saying its past 2 smartfunny conversation between hyenas simbanalazazu many more,1
The Lion King,i wanted cry when mufasa died but i couldnt because all happens 20 seconds flat,1
The Lion King,also i wanted cry end movie because horrible,1
The Lion King,cgi incredible its mesmerising beautiful but thats all beautiful cgi theyve completely lost sight story emotion magic its so boring focus has been so much keeping photo realistic everything else has been forgotten about theyve cut numbers when mufasa dies you feel nothing because characters arent showing any emotion none acting convincing really badly cast fur so intricate especially attention detail when gets wet its very very telling where money has gone get go,1
The Lion King,lion king only movie growing up actually made me cry soundtrack alone amazing but there magic cartoon version new one awful they spent tons money tech actors but forgot add magic isnt lion queen its not about beyonce but its become all about her when she didnt actually bring anything movie james earl jones will never get bad review my book he did his job everyone else simply forgettable cartoon version i remember each actor each song each joke etc i havent watched years my guess disney making all these worthless remakes maintain copyrights those movies but theres 0 intention do same magic formula captivated people beginning only remake ive enjoyed so far cinderella we even bought rest i dont even remember my kids prefer cartoon versions over remakes now too should say something not anyone disney will care their goal take over everything continue being control taking heaps money their own exploits ill stick original lion king including soundtrack broadway show also amazing never speak waste money film again,1
The Lion King,felt like corporate movie they know people will go see name alone they ruined music not sure they realized music best part songs felt like when artist oversings national anthem songs were great originally felt like they were trying too hard,1
The Lion King,visually beautiful thank god james earl jones mufasa other than just blah acting flat didnt even hold candle original but worst beyonce way too much nala beyonces stupid singing,2
The Lion King,such emotional original movie i felt no emotions watching version instead i found myself agitated frustrated wanting go home watch original there clearly something lost lifelike remake,1
The Lion King,i love original i wanted love movie i over moon excited they took out too many important parts original showing strength mufasa but also his friendly side his friendship zazu how he respects hugs rafiki he taught simba how pounce even opening scene wasnt same why would you alter huge rising sun tune music gives almost everyone goosebumps new one you see trees slightly lit up morning sky then small sun appears off side isnt sync music mufasas personality doesnt sound same even though its still james earl jones voice its different somehow hyenas not same they dont make jokes laugh themselves like make mine cub sandwich then laugh hysterically their own jokes they eliminated ed one who doesnt speak just laughs timon isnt flamboyant half funny original hula scene original fast paced funny distract hyenas new one he slowly sings our guest no action not fun fact all new characters including beyoncé sound like they just reading script its really mundane forced none them character flow like original theres no sass wit music boring its huge disappointment rafiki catches simbas hair knows immediately its him original he knows scent but takes him minute figure out when he does hes ecstatic not remake there no image mufasa clouds guide simba remember who he rafiki doesnt give him lesson about how past can hurt his stick simba doesnt hug rafiki like his father did which also symbolic how simba like his father i dont understand why disney would eliminate these bonds characters we all love change make what visually stunning movie into something i will never want see again,1
The Lion King,far away one my top movies all time definitely movie i can say lines pretty much whole way through,1
Double Jeopardy,if you listen critics who knows where we would i,8
Double Jeopardy,ignored comments another fugitive only female version but found movie fast paced well acted tommy lee jones ashley judd well whole cast i liked story line exciting time just flew go see you will enjoy,8
Double Jeopardy,two really good lead actors people i like watch tommy lee jones ashley judd plus ontherunfugitivetype story i expected lot i wasnt disappointed either although its bit hokey,7
Double Jeopardy,very intense involving story la abovementioned fugitive except time its woman chasing down her exhusband who set her up murder once again we see jones his familiar role chasing down supposedcriminal,10
Double Jeopardy,interesting story there some credibility gaps such why jones didnt have picture exhusband first place alwaysannoying hesitationbeforeshooting end which saves good guyand few other things like which unrealistic will hollywood ever stop nonsense,7
Double Jeopardy,however clichés aside overall its very entertaining always fun watch no matter how many times i see both judd jones excellent these kind roles,7
